text,category,emotion
பிறப்பொக்கும் எல்லா உயிருக்கும் சிறப்பொவ்வா. பிறப்பால் அனைவரும் சமம் தமிழர்க்கு ஜாதி இல்லை இடையில் வந்த வேதம் நம்மை பிளவுபடுத்தியது.இதை உணராத மூடர்கள் இந்த உயர்ந்த தகவல் தொழில்நுட்ப காலத்திலும் சண்டையிட்டு மடிகின்றனர்,unknown_state,disgust
Manasu nearaiva iruku ipadi oru padam vara porathu,unknown_state,sadness
இராஜபாளையம் சாலியர்‌ சமுதாயம் சார்பில் படம் வெற்றியடைய வாழ்த்துகள்,Positive,anger
சாதியை வைத்து பிழைக்கும் நாய்களுக்கு ஒரு எச்சரிக்கை..... சாதி இருபக்கமும் கூறானது அதை பட்டை தீட்ட வேண்டாம்...... பா. ரஞ்சித் மற்றும் பல மேற்படிகளுக்கு....,unknown_state,surprise
நம்மை ஜாதி ரீதியாக எதிர்க்க துப்பில்லாமல் இந்த பக்கம் தமிழ் தமிழ்னு போலியா கூவிக்கிட்டு அந்த பக்கம் ஜாதி ஒழிப்புனு கூவுற  கருஞ்சட்டைகளின் ஒரே நோக்கம் நம் வீட்டு பெண்களே. இதை புரிய வேண்டிய நேரம் இது. திரெளபதி மேல் ஜாதியினர் ஒற்றுமை.,Mixed_feelings,joy
நடக்கதா ஒன்றை நடந்ததாக படம் எடுத்து காட்டுவார்கள் சில தே.பசங்க  நான் குறிப்பிடுவது கிழ் சாதி என்று சொல்லி கொண்டு அனைத்து தவறுகளை செய்வார்கள் ஆனால் அவங்க நல்லவங்க தட்டி கேட்டா கெட்டவங்காலா???அதை எல்லா இந்த படம்  எல்லோருக்கும்  புறியவைக்க போகிறது நல்உள்ளம் கொண்டவர்கள் அனைவரும் பாருங்கள்....,unknown_state,love
Vetta. Ready  nanga enga ayyya Ramadass  kannu asacha. Tamilnatta azhichuduvom Veera vanniyan,Positive,surprise
"மாமன்னர்  வீரபாண்டியகட்டபொம்மன்    வாரிசுகள்      , நாயக்கர்   சார்பாக  வெற்றிபெற வாழ்த்துக்கள்",Positive,neutral
Vanniyan varalaru  vetta nanga ready  . Enga ayya sonna,unknown_state,disgust
திரெளபதி ஹீரோ எனக்கு மட்டும்தான் அன்புமணி மாதிரி தெரியுறாரா..?,unknown_state,sadness
திருவள்ளூர் மாவட்டம் காக்களூர் பாட்டாளி மக்கள் கட்சி காக்களூர் வன்னியர் சங்கம்  சார்பாக வாழ்த்துக்கள் அண்ணா,Positive,anger
பெண்ணும் மண்ணும் ஒன்று தான் எங்களுக்கு... சரியான வசனம்.. ஆனால் மண் இப்போது யாரிடம் உள்ளது..? அனைத்து சாதியினரும் மண் விசயத்தில் கோட்டை விட்ட கோழைகளாக மாறி இருப்பது தான் இன்றைய அவலம்... ஒன்று பட்டு மண்ணை காப்பாற்றுங்கள்... இருக்கும் எந்த கட்சியும் சரி இல்லை என்றால் புதிதாக ஒன்றை உருவாக்கி உங்கள் மண்ணை நீங்களே ஆளுங்கள்...   ஒன்று மட்டும் சொல்கிறேன்.. சாதியாக நீங்கள் பிரிந்தால் ஒருபோதும் இதை சாதிக்க முடியாது... தமிழராய் ஒன்று படுங்கள்...,Mixed_feelings,surprise
